countryid,value
699,1396205.851270401
735,734787.672634548
732,454031.16168885346
550,669189.4939016995
606,751727.4611219079
604,1246400.5423797874
1972,30137.30642349179
1704,48738.331110376384
1690,565406.5890563499
2112,213192.5839156706
1179,412059.9109623227
1146,1083847.969274791
614,163056.06320782795
579,1106981.3622464174
577,627404.9631508166
1705,59295.276993679414
1178,451512.30700402695
1194,842574.7185776939
1192,1592316.9454891104
1197,1000003.9971502431
1233,1493462.2760314213
603,194957.0329315646
1962,56360.852556391015
1625,710561.0269544086
1680,414307.15205265995
1142,662207.3923585026
1147,620249.8763786649
609,201929.89004538796
612,205211.8166213561
617,1095437.8922231642
1699,129626.09149057559
1629,413882.4901186715
1571,189374.67818225658
2114,78807.26593740752
700,811753.8834811236
734,583062.1111491807
549,1135714.77451709
547,4755527.413502359
613,700374.1258145676
610,1306465.1298031043
580,1417391.363050163
1959,52061.601366615134
1623,108536.00030019355
1630,481786.9496295776
1191,742746.5380040366
1143,562267.7682945186
1145,540392.4232928667
548,2440100.1979224086
611,1328825.672832325
616,776474.1623543693
575,227581.2777508923
581,715241.95241223
578,585930.349236794
2005,60096.48603024618
1958,84486.96054474504
1689,1100994.850660799
1195,256836.43676125506
1193,668013.9491564765
1234,725518.5391091892
755,1641218.2946554055
701,4127724.4910389613
754,1071359.957622398
567,3929049.903312801
555,2215435.028350332
571,1452029.6429663673
2003,109080.2347323229
2009,40320.77431328074
1961,49639.205401227955
1971,24568.12734970153
1702,73457.20991934903
1698,55087.53473544
1622,252839.9675034739
1198,468815.7589665007
698,535089.2760236377
750,755824.0232084893
753,330843.239405394
566,1006613.2119981027
2020,6584.215328440079
2008,20357.022362870895
1716,51892.19772044267
1652,809955.5899189812
1692,861079.9321391813
1676,873711.9196335081
1246,89091.05485847528
1205,402416.9307023942
1144,345556.4885998645
759,578136.7072712844
551,464415.5818416211
564,194823.83354436632
570,1562667.9303899694
546,262158.3719405238
1703,67888.99305031972
1697,150129.39490320344
1617,501920.4400540861
1621,465682.1154142675
1618,1049526.5689423305
1576,1222834.2663390506
1580,363379.48117355123
712,210460.31024092057
554,3007078.9836420626
574,327455.3308560719
2019,14373.65813376562
1720,60019.30030764238
1647,1022023.3415723479
1650,773657.1111955058
1202,913434.9066056282
1225,699532.7610591309
713,746763.568205239
565,855129.6038856925
556,1615874.0124134524
553,1396401.1853845757
1718,56647.73452226231
1715,57496.23393130219
1616,426416.42989123624
1620,396746.2486214456
1675,1475590.8892382486
1184,128891.42888658047
1219,501554.7832146497
760,417548.75540096586
758,854911.1030663141
751,881919.1969851741
752,1175916.0948288382
569,4325263.703695405
572,2056710.9185443078
542,19509390.93029321
1968,35928.956870664944
1599,692112.270668157
1613,747579.2887954045
1619,1256847.3285214014
1648,578412.2178091777
1577,725053.2534718512
1579,501145.0516064606
1238,386933.4537502238
1182,815579.7852405608
1200,1235170.0020252953
1201,614552.7834876105
1208,561937.1649166009
1204,538544.7359607496
702,99861.783555763
703,778507.8311755537
552,441353.7625777023
568,1226573.7969223794
1712,76989.79455525891
1598,1033423.3133785657
1578,1023621.4330683935
1183,195464.69838536333
1170,10782025.642605498
704,1130531.0297148519
769,841063.6965760107
770,429035.4032614185
2013,7162.43481029361
2004,31874.208642073783
1960,31665.14946602226
1614,1041708.6628408913
1651,494898.9201998353
1649,693455.178830359
1679,1068649.4947498415
1674,161682.9911968949
1677,259799.3194585108
1185,439886.9192487348
1206,675342.2702702689
1220,424964.0078242485
726,750073.6779003553
573,1829267.7318209228
543,2824305.1368047297
1967,47915.658040791815
1615,528258.5908801876
1633,578851.9607915197
1646,1840682.0443149274
1189,466782.6097681347
1207,967250.5535441516
1203,550423.3096807105
1221,254467.97615148075
725,301411.53258542035
717,396249.9677415441
771,526143.3555702531
656,912775.8955161624
545,827498.2739386568
1991,47173.790996081494
1952,43719.268360134476
1964,34513.436885866584
1678,937329.8772422133
1560,1931515.640736876
721,569711.0083785871
720,1035943.1060621274
705,399367.1747604038
649,558982.3103357343
544,1447542.2870228584
1997,15497.247379226053
1963,47819.68451758124
1688,47204.02327795136
1593,586614.4161069806
1594,1110445.8436958282
1589,3676968.09083814
1590,484999.88614587905
1632,1118669.51664598
1245,1235552.2311253545
716,259263.5157567999
654,1503755.545492979
648,1698065.5853595017
1595,737379.6429199443
1601,1056665.9105605679
1592,662264.5901289193
1669,709506.7301362163
1570,683529.6059516706
1237,262206.42429849954
1209,1007228.4926586328
1218,238006.6668353423
1222,707150.3865478474
719,1155864.4665474514
768,203222.23936235253
772,333474.95587410894
657,594396.164318646
652,724415.1381081291
1723,92290.9577385903
1710,136594.28560879498
1687,94511.73053599852
1670,987776.7699225908
1186,480388.77661419654
1181,480385.6897576031
722,416100.50847879925
718,153895.36283452326
765,683807.2491775645
775,438132.7532196309
655,550094.3712255487
653,919594.7362107972
2022,27302.63156973388
2025,32922.39484927013
1724,43015.65823142325
1591,4589756.901510031
1696,1170049.1213312158
1695,716393.6579493188
1631,1181921.79065722
1236,658790.6589923844
1235,789214.6013350558
1190,443584.45071083243
1210,542828.4383363706
1244,1057559.7094900082
1199,1195944.8255590105
1217,199696.31210012452
1223,667416.405483297
651,1049045.118654995
650,597028.5519220256
1951,51292.81315045751
1714,66176.03677187019
1600,897566.1524160985
1597,787493.7136256538
1671,369854.2334075884
1672,925282.3208490516
1573,580415.1635425129
1575,791433.0191407463
1581,404465.70016121643
1188,398773.1988677482
1243,1109826.9912994162
766,441869.8948720994
727,431779.5202508729
626,2656930.7955264994
1992,33475.66547437434
1965,43895.14070253481
1565,819690.4325007123
1673,167276.37854718888
1187,225306.80140396234
723,653668.8833504139
724,489391.5228456115
767,94250.82834792169
774,90773.20527451315
631,670209.1535407417
624,2890511.5862504905
625,2599610.888583387
1986,57798.933110443584
1957,33390.98824940786
1966,48168.155383131845
1686,279156.19326888805
1596,337548.8857814806
1655,314093.6491743254
1693,685378.5912116317
1694,1065569.1637442664
1586,1207366.1630887883
1216,805373.25339788
1211,1437517.2947580174
1228,270637.7015879446
1173,1314373.9437168748
1224,719934.1151693689
773,142432.50393175703
637,731644.3110305292
680,55511.911439016236
2021,51672.62467664526
1681,368114.5778567154
1682,252051.4735611103
1653,918698.1186143489
1654,1293086.3266587383
1563,1001504.0513479009
1572,782681.2592404747
1239,253673.34668760884
1242,175337.06663021672
1213,364035.61934345926
1212,1019011.9688130751
1215,876522.2927372633
1171,414025.20869585575
1226,464423.96906247846
630,1593612.9741247592
636,1585557.6167651503
679,158400.0144605885
1955,193415.63189602963
1711,96579.31504124776
1657,181427.49706182457
1559,7741377.010682959
1293,485684.6858902694
1172,1148279.9113033346
731,202203.96222224366
730,36157.87655005636
728,364171.9946768172
627,643707.540549906
659,1823775.005641
662,1223829.6292043251
2001,12357.9911506656
1956,23683.514961213696
1656,401514.57130266464
1636,1182308.9690855555
1566,1153211.0298140054
1561,1281772.1194829429
1240,281600.61459612934
1227,431900.52582837595
864,283958.15889372333
729,428572.9130064431
628,426272.33128088963
658,212860.22423498813
632,881531.8145399733
1953,24066.004516544286
2024,208393.89109250595
1683,240014.85915277843
1641,326597.33806720906
1658,121147.3346588676
1290,742663.702539965
1214,629753.1185695129
1232,617562.8600860933
851,278984.77175854344
661,1812845.4010046883
635,3199481.4113659547
1950,54145.48061110963
2023,22807.632863221363
1640,317299.97964113695
1634,1185756.909148758
1567,485469.2598427384
1569,912912.952056611
1562,483626.0902597124
1286,421402.3249056766
1231,409877.3524853132
865,439243.43194917875
856,537471.6797730378
863,208976.81860134628
663,883828.641459645
1981,19016.54761711828
1684,298648.43238305015
1645,658011.4104252364
1638,1198454.5518714064
1635,695173.5858137512
1584,667798.3054618837
1297,284739.41470653197
1296,729111.3027965623
1291,677018.6934856332
1288,544431.8548496319
1282,664068.3311307081
855,693412.7780599913
930,1142877.475727465
629,563825.0461623264
638,1009448.7227313695
1990,47315.07944264679
1985,117274.71044571488
1954,85332.05591331325
1973,31432.828913420886
1976,7710.740317714644
1969,25044.016946513788
1725,32175.058065068068
1726,36051.42617096234
1603,890058.8976716261
1568,810961.3298924018
1574,377232.9121725721
1241,418088.34626407566
1346,350890.3358691336
1294,209818.28245260185
1280,356820.2253170142
1230,365988.1403843283
862,666960.6116625413
667,357388.11647404474
633,425213.3508019327
1994,19919.273851903286
1974,34991.16002386436
2026,41294.14632723412
1685,168491.86833398143
1587,1230460.709424814
1588,651797.2982816945
857,406395.19082464365
860,181946.79535524696
861,195816.23607648673
932,316288.9377102908
670,1442943.814026573
660,357920.0628327862
634,757927.9648610259
1975,41094.71657291814
2027,13575.869750000222
1639,393322.1786595556
1602,871609.282796653
1637,496206.0450831928
1585,1894324.9581891147
1583,658503.9032446453
1345,468527.8464210575
1295,558619.6235094446
1299,666552.5847464468
1281,1663030.0932834256
1229,352347.44061375206
676,275111.14515495475
669,886165.334947246
671,854285.4247869808
1999,12341.158864420051
1989,47104.65454551328
1984,39849.93296038036
1978,12686.13726752424
1970,15980.27432216318
1713,77031.94075702126
1742,181749.39353957545
1643,234715.15553891493
1604,1040280.1435452544
1609,911573.2737317145
1292,1360210.1380325304
1287,1138443.2422096978
858,680463.6433097004
859,591209.8281520901
850,463295.0485385589
674,850597.6951856662
665,1455486.7682766712
668,181455.99747629926
685,474526.9605060131
1993,33452.236270813395
1987,59236.57651058788
1977,32455.540992297323
1940,82746.11003835264
1642,386813.6111963366
1660,1320562.33407498
1759,237224.66565312608
852,680632.0530090694
933,255300.49425897715
675,281296.0972242583
677,326459.5878544014
664,109584.27042313652
2000,14106.880265775651
1988,50502.886046759864
1727,21652.45649488128
1729,145622.63747017895
1564,926245.0825892806
1289,952499.330519591
1302,498769.4924084342
906,132434.56570158375
847,2171871.792255952
684,237810.9185959881
1740,378539.5924936814
1644,207140.82795552025
1659,535855.2190830973
1661,291810.0004987983
1608,1446995.8250862632
1610,747473.4439317185
1760,345601.0375597097
1780,449070.1332918849
1324,538120.3516484483
1285,627022.9214541422
1284,898347.5877572787
848,161092.23607433436
929,1063186.2373575512
925,444099.9106675296
673,173728.06734740824
666,551903.205541118
672,774845.4002666465
686,482181.0993235226
688,972932.0045892448
1979,16513.674937638687
1741,271868.3901296947
1662,312127.1756933392
1343,198485.1132611004
1283,751052.3936699012
846,1804530.5821333935
931,373060.57897178887
1995,20253.263310736533
1982,39023.713813186936
1939,165405.86125813503
1743,157272.43161852498
1668,269579.96139243775
1756,475297.57732995023
1758,458661.8600524434
1582,550456.8390521572
1298,883014.6528030245
907,126938.33373484899
902,413346.15243506816
845,222759.72190986396
923,1151300.1135761081
678,577111.9054582668
691,406508.8493608393
1996,18301.475194822695
2002,8543.672754231475
1664,445302.9974068186
1663,357525.4369482366
1765,289688.3842918662
1764,559030.7042372472
1344,120481.23209263399
849,616684.0557285845
928,469357.61531548674
927,96597.75728215769
692,224446.74597683028
689,637257.7836223915
682,1707411.9475838912
1744,312890.49636920507
1865,148351.16220284926
1869,144459.4868015351
1779,427845.2644403023
1342,246748.29019536104
1301,892356.2538492099
1300,1077969.2201765666
1248,756728.7162787829
905,260651.308696884
910,883223.109745744
869,473588.81029799726
870,582575.0474702497
924,631114.3657972144
641,393493.987855518
1980,17624.625751622167
1739,205078.96924490668
1864,426512.358839992
1665,286834.596217226
1611,625535.9297594095
1781,674302.1464940537
1250,1511143.4444694975
1249,2453672.182980685
1251,1026917.6082767402
920,502160.9063231362
922,185377.51230876136
693,225305.94479780496
647,1283270.682886148
687,1375071.1722959059
1983,640224.3613254155
1862,506595.51365187654
1667,397811.2199224211
1757,397027.05761486985
1339,192553.70596073917
1340,344298.66089292936
903,374715.28459778894
904,415644.8248606849
908,1447345.1535727654
690,519026.37062529556
1998,10830.14711832705
1937,44354.394340719584
1738,281229.1896568364
1612,863322.9040123093
1761,320287.2850814128
1778,235326.86990335304
926,544744.8836624131
821,320323.70132941945
697,280675.4053467117
683,424251.2565695114
1730,378066.9227329208
1863,251729.10589269234
1666,404045.55111227185
1341,444188.79154933407
1325,381876.95995729725
1326,640918.2501330674
1336,1206986.8974096158
1247,1312858.9439902906
911,860627.6036752806
694,113311.25522592806
696,117630.52671348622
1728,829783.4151482856
1868,326557.6505863186
1766,498493.9050322304
1777,543094.6874546066
867,281085.14703890734
866,803347.1114912139
909,661612.1716299101
826,291090.95803723374
639,3003453.231594058
1941,134146.45360930494
1755,1445427.930589179
1762,383662.122278418
1328,397415.35606980027
1338,1366271.442338319
1260,807470.4339957113
1259,1836935.1706219795
1258,316784.6014598008
1252,292503.16108263494
853,1610039.3910833003
901,1097360.678358382
918,229001.5727306974
646,2849981.609163381
1934,273335.476667238
1736,186688.84834022992
1737,207748.126077744
1774,216214.5555867073
1261,74640.94072338601
1257,1163112.5286180694
893,270684.0023386598
915,784072.7395308971
919,87416.38668401897
822,163850.5067129875
644,179198.26266068892
1735,186495.59075592997
1867,468070.05152679066
1866,1384337.578140499
1754,606561.7262481053
1773,399776.6520439231
1337,341178.568390838
1253,1083324.6814222764
823,99702.48181255664
695,139037.96045451623
645,307250.80837370246
1931,428651.3903952661
1791,1197086.558088009
1794,748306.0104803636
1776,333460.06852697046
1323,703898.9700331242
1335,804676.749433675
892,227090.65083548176
916,315030.6298578444
917,264271.08701521927
912,283528.9260631561
828,369327.0083895717
642,1448788.318251416
1859,662853.3383975547
1792,861949.426585631
1763,234134.72797927746
1782,45621.34499694346
1330,426029.27170336916
1274,975270.2788829084
1272,723852.2297778066
890,922789.2383152934
840,235505.4815133872
643,1393792.2516470354
1936,92577.45694281354
1731,245703.08970036986
1804,241691.9467497668
898,373663.8524515716
891,379436.62922768306
894,439133.55962440185
913,219709.94181834036
825,320082.4995256708
824,190907.81291318577
1861,534035.4864482133
1860,531063.5307661587
1797,1533135.4384946197
1798,884107.1607559527
1819,326999.154410629
1775,84807.04356043485
1329,232419.48139977825
1333,466232.4112463348
1271,1019783.8414845536
1265,320251.0789284447
1266,610563.6957583444
1254,636676.9278835092
854,197589.94946209548
844,533460.7044168126
1607,168662.42574736866
1734,278852.3196741846
1793,736179.69210043
1747,268836.9654984523
1746,350543.3460158085
1801,127978.11977077734
1803,207417.89076128523
1275,863646.5171806692
1270,283278.0960124731
1263,995690.388521275
914,308143.46051091916
827,517774.5069936425
841,186705.6735515082
843,531552.762616895
842,267890.9242380465
1732,481152.5938049558
1748,260925.27859720727
1800,272543.2632810234
1273,1364149.518155736
899,451540.3149023368
889,322781.8123768693
820,261411.7008033244
1606,260807.39394990617
1796,714420.8194498158
1805,280918.4537486653
1327,377371.306401732
1276,460195.0837304896
1255,542383.2763856923
881,698518.1361940327
798,155761.08073374146
797,131149.298496224
839,151023.80652490736
837,288983.46610159054
1938,219440.75433473848
1932,402126.458354604
1843,883018.1512218745
1816,362437.5770034133
1802,160981.65559898413
1279,757026.6879737562
1267,823486.4994398328
1262,356665.9537500765
796,215270.87481876672
1933,223104.04257887357
1733,442300.8043841458
1752,1411602.4640628947
1795,962303.124599121
1749,666501.6157024497
1745,3337438.9741308116
1807,195518.77367028856
1277,709849.174090697
1264,1792065.6787043132
895,469543.47274392087
921,199332.47495133802
836,362055.26543017075
1750,115740.69415935717
1824,221221.6392796705
1799,300937.6445102772
1808,178854.11882093194
1315,619875.8866135945
1313,1059625.886887689
1314,1015189.1377399081
1311,405866.0704422094
900,121796.03704570219
819,581137.8796566483
838,341439.42156422266
1605,859454.8242646029
1818,176738.3226129113
1806,146970.82363846686
1331,284444.33057050407
1278,335933.70361133304
1268,1315244.6542852335
896,588222.8675424109
897,328701.94668611494
883,688569.263357888
1924,196756.92429468912
1925,219050.860266384
1844,1454259.4947453719
1768,473841.61515464267
1813,397143.97738439916
1269,877008.300641206
1256,210452.70532874478
886,231947.65033234208
792,306013.99651020736
790,111202.87933343207
795,160254.53266982234
777,2163186.2192625925
779,368851.80865663197
1935,154344.48083005872
1827,3578957.1225197786
1751,733623.5569522539
1769,380249.22464864934
1812,116906.07915334204
1809,406402.2661407406
780,306304.35162908264
1923,329914.712179686
1875,219337.74171764043
1876,124762.72591664006
1767,860779.3790294043
1815,575554.0172530685
1814,92147.45166423662
1810,315722.97876354505
1332,165336.8549953401
1306,413206.35826655966
789,563573.5192291024
794,414627.1629249654
776,2395396.1640330805
778,508828.7569350356
1922,198989.4657292759
1834,342209.4304913121
1463,170526.34626681663
1458,776440.3148002281
882,899169.5552335765
887,699773.663651044
791,118961.61750169317
1753,1099962.55273327
1823,262403.11167168536
1825,291007.5120412242
1462,156207.48975751884
1304,727587.0212573155
1312,270928.96618759166
1310,226204.9705065412
888,1116731.5659018548
872,526934.4117908467
799,472313.04770951474
1917,282777.4438527273
1877,183798.1786405069
1878,313009.99514122907
1785,283276.87153732806
1786,267427.6395925492
1770,370099.20364016143
1821,243997.13142851501
1826,229679.8050694249
1316,171232.63925467993
1319,748890.7701851025
1321,266775.7967647525
875,314269.2211578349
793,313443.4324639552
1835,487149.1890658643
1837,797554.1896787956
1771,273336.87703875557
1772,318569.7852979376
1820,291704.5744619073
1811,373349.3694909435
1506,327091.1995512398
1303,920103.1749141865
830,463125.3973612966
781,584282.451051115
784,515595.8303125164
1915,405642.43893978576
1914,296675.4937507283
1842,725249.8636924678
1459,380363.1635017661
876,288274.2942925249
871,180750.31428855722
884,425686.5494965272
804,174263.70950700025
1856,662994.4677008061
1916,334231.97244767874
1317,600938.569585292
1309,318768.1251644268
834,258852.17624726726
835,310690.98632384645
783,1019696.3424600854
1921,152972.704645326
1874,282266.7421706938
1784,470702.884489791
1787,276174.1394899129
1822,297046.5934729963
1507,547912.8363726109
1457,226671.84199072715
1461,271603.470178022
1307,247620.02575704054
1305,587282.6377896824
788,898426.9028550716
787,1432790.1815075006
1854,850602.528776741
1872,228099.6937154854
1838,614690.40648503
1817,168671.142991249
1456,1101773.7632295322
874,438400.01323796576
877,339564.09825650416
782,69030.0502695198
1920,532671.8150823964
1918,324096.72976632713
1879,483341.010578077
1830,78385.13428909036
1788,268739.9486303317
1530,295172.0797904652
1529,235082.02694037737
1505,209315.37522085293
1320,398012.1095485065
1308,429293.6473366502
1360,310769.1246215599
873,631473.553598701
829,678490.5425123947
803,591928.8805444769
786,50756.42133323958
1833,318435.7720652178
1841,533578.4361195627
1531,176700.84907615843
1460,397521.10557932965
1318,310559.58505882404
1356,151432.88311780346
1361,599483.3113079831
833,448514.3312295357
832,300471.2862316261
802,1357031.7708695056
1929,349283.87919742626
1873,249845.88454531218
1839,630365.1824464755
1783,849587.6505755226
1790,448540.15292650304
1789,214595.80445067553
1454,516750.7726417307
1322,314338.38582467113
808,2664564.235434966
2350,1277944.0031545702
1870,597981.5765634042
1831,462211.48869218474
1528,318144.954257215
1466,343047.8120050089
1432,357747.41228392755
885,339083.7475537835
817,194418.25930107912
800,904782.6587922192
801,1097669.9347432707
2351,225519.52996845456
1858,357293.5547557968
1919,170100.98102875153
1836,486223.2761745738
1522,136300.90126541856
1513,239404.34922134771
1358,323057.88516651996
1354,1177539.5757080428
1355,299303.2849799694
880,210452.4526962523
831,531281.8511239096
2353,751731.7665615148
2352,150346.35331230302
1943,484223.4524565155
1828,409706.4887209553
1832,241377.05702296057
1840,464032.45691235363
1455,273982.5871379241
878,276729.011742923
879,213119.02708609364
2354,1653809.8864353122
1928,161585.17533612376
1855,374183.9259361598
1871,217037.67359418873
1850,205123.55941331602
1524,364582.82826189755
1526,411938.6076903881
1429,350778.20622290927
1427,465020.95267062605
1408,186781.53664891812
815,1066293.0806336433
813,364641.0880494148
785,1672388.048508888
2355,902078.11987382
1857,295781.39089550794
1904,356495.22032871144
1847,144518.4026247749
1532,158115.62921260556
1533,246639.87321487576
1527,564077.9144302448
1453,358687.8610359982
1501,450839.2832164604
1464,415440.9366772803
1428,152863.20461659218
1353,191385.84374329538
1409,253572.8704516372
807,2529435.420970756
2356,75173.17665615148
1944,351808.72104551096
1829,351104.5817593383
1887,406059.39248376776
1525,183927.88848826906
1523,263030.15128714475
1465,459139.42032188375
1512,488723.9404436251
1510,871647.9793521607
1419,523716.2410044713
1417,996897.7509664431
1404,912865.429117183
2357,1202770.8264984218
1930,181265.48214624083
1927,425448.28997692675
1886,581549.1653036675
1521,220499.93818598762
1357,367439.0545223998
1418,440253.4577136147
1410,861129.638402441
1405,584583.2046465694
809,133525.9272743008
1851,249920.1607317239
1845,548486.0185454012
1846,192091.50123244314
1849,183415.84952446746
1535,495724.3144136754
1452,1537437.4329850988
1451,706457.3542695536
1431,1163292.0850285685
816,582849.1497040594
818,3860282.48141563
805,37511.35104184091
1945,291617.8019022672
1898,468228.4305971281
1899,712200.7610785259
1508,241394.87818334013
1393,791416.7405870432
1403,90200.03879039643
2358,1277944.0031545702
1906,249722.88916912803
1852,273644.1410881078
1534,215279.84095821934
1536,432057.7419626218
1509,317171.64999543683
1502,238532.18458299813
1470,140665.11221331012
1511,422331.049121692
811,820451.7781029516
2359,3006927.066246085
1946,252145.84489409774
1942,362510.07778817345
1848,353423.3478967382
1514,449804.50021979806
1430,1230585.5128408058
1359,308002.62418150064
1420,855265.1127949669
1406,650622.8379148054
1437,938000.2614575783
810,492549.7635964043
2361,150346.35331230302
2360,2781407.5362776145
1926,165234.4745353397
1885,363673.661622505
1900,401830.99200874974
1515,328622.77739255625
1468,836973.3798496836
1426,283802.3431294877
1407,1760232.1257078967
812,521879.0775697149
2362,676558.5899053622
1948,276753.57248421403
1884,656931.6111456453
1516,450001.50689813704
1504,1138948.7687200566
1481,1088392.2632313215
1469,1129923.9155392633
1436,1494460.3762428693
1903,384539.7885939219
1881,197521.10200716773
1894,466119.1988553949
1493,471546.16001465824
1500,16870.744220986948
1503,314091.37704047665
1394,675473.7712437996
1392,601558.1921298743
1352,506653.64777485863
1401,375610.90998334
1905,286312.3703768561
1853,230549.17456735505
1517,433754.5274422486
1482,1805894.8963120494
1425,573987.6816182126
1415,393861.3773628105
2364,751731.7665615148
1947,174332.36413898043
1893,545316.7917039273
1491,335958.48338890483
1399,1239911.2561689925
1416,877026.6006781695
1439,1129783.2240952165
1435,33936.99494212654
814,192249.32808132574
1902,203475.66314295816
1880,586838.2281903498
1895,204202.59374562383
1518,343771.76850771497
1397,353923.3326698488
1350,1261766.813201855
1351,890836.5771323104
1440,1188392.4045873818
1438,538793.3716553266
1368,562530.5726166348
2363,1202770.8264984218
1949,220392.516711731
1882,376696.7014234328
1896,262488.4714626519
1520,223553.9285522656
1450,682778.2646553675
1467,69110.2347291896
1395,469128.0712442599
1372,629243.8154420643
1442,4396879.392564092
1367,4582860.412524806
2365,75173.17665615148
1889,262886.3671734418
1519,497967.524331811
1490,908601.8913629143
1480,1745001.8034659442
1396,1738229.1043551308
1348,4823316.561822752
1402,2608557.962606364
1400,1073497.6092701773
1413,588546.9140656596
1365,802363.5860848754
2368,1277944.0031545702
2366,1954502.5930599058
2371,2555888.006309144
1888,330779.2659648634
1883,135229.82053827055
1497,371512.42919277004
1492,421235.9463527704
1445,535974.2570681219
1391,655010.031211733
1371,9585735.617421962
1909,490463.79986476724
1897,410364.99108073587
1471,792967.7561942087
1398,476782.93322873325
1412,866136.7642166057
1901,285371.35912379634
1891,318278.8078359713
1496,291252.20917981805
1449,1384689.077623985
1489,1068940.3532619874
1484,627957.9546913645
1446,508647.241436122
1443,249074.15407755773
1433,8062102.777009929
1414,1563929.7456341868
1441,1154947.7575698558
2367,150346.35331230302
1890,384514.741360588
1892,67824.3851709289
1448,2597949.6805774155
1483,2011983.724293255
1373,1185926.6734074098
1370,5593969.27239476
1349,2938404.410575802
1910,94628.27300589666
1907,115082.31458183794
1494,438977.46217400226
1487,999477.4399484931
1447,1177098.0050499104
1411,239094.29293326143
1495,281502.42947013315
1444,563941.4490501385
1378,1908967.7465118943
1376,3314026.5913855815
1362,7826417.310617679
2369,1728983.0630914606
1434,3041430.3324407707
1911,446604.67806384736
1499,275893.4792440355
1478,1373359.398690977
1479,796266.4237319427
1485,823426.8145350097
1390,1132559.9887381599
1424,1188799.7622066166
1377,926333.8566714266
1374,617882.9612999087
1908,111549.41549266745
1912,426151.12167360005
2372,7500957.000000001
1477,1055227.698777855
1379,656052.6624118987
1375,1219468.3895040134
1364,1100931.767759047
1363,980279.4648019959
1913,194046.3202510707
1498,373011.2419247499
1475,291018.1652298879
1486,1560872.2209925994
1388,1455861.4055618383
1488,111731.31435198395
1389,1480792.6965345617
1423,485283.8540931267
1474,590570.6948054798
1473,789850.4965585781
1383,1811331.9448945276
1387,1164509.4647794648
1422,648935.4099297314
1421,666891.5363364496
1386,913654.0203185212
1476,79903.22254208605
1472,141300.60049021564
1385,1407603.1167454717
1381,1256174.6309063204
1380,1414650.4058567153
1384,1537759.612655684
1347,0.0
1382,509964.60032272
1541,451101.064043747
1547,369589.62944835034
1546,1052993.685764128
1557,779630.8664441473
1540,1671214.6277685985
1539,1031362.6307371993
1544,433125.73078993155
1549,200137.7929841488
1548,451237.68793788267
1545,347232.83566326025
1553,365254.33962473285
1538,659485.1754785714
1543,371904.2441366095
1554,0.0
1542,632487.1938332334
1537,111398.11712976069
1550,367285.07354675996
1552,150437.8682996305
1551,234173.6150209636
1558,401179.8213483415
